sample_id,label,status,credibility_status,urgency_status,emotion_status,D0_length,D1_length,D2_length,D3_length
670,fraud,full_success,success,success,success,516.0,628.0,774.0,1033.0
671,fraud,full_success,success,success,success,152.0,250.0,291.0,343.0
672,fraud,partial_or_fallback,failed: 质量检查失败：第 2 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,534.0,534.0,534.0,534.0
673,fraud,full_success,success,success,success,141.0,190.0,301.0,404.0
674,fraud,full_success,success,success,success,120.0,217.0,316.0,494.0
675,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,216.0,216.0,216.0,216.0
676,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,391.0,391.0,391.0,391.0
677,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,428.0,428.0,428.0,428.0
678,fraud,full_success,success,success,success,509.0,642.0,833.0,1245.0
679,fraud,full_success,success,success,success,103.0,231.0,307.0,392.0
680,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言新增真实可操作字段：phones,skipped_due_to_D1_failure,skipped_due_to_previous_failure,126.0,126.0,126.0,126.0
681,fraud,full_success,success,success,success,131.0,178.0,298.0,385.0
682,fraud,full_success,success,success,success,185.0,237.0,325.0,473.0
683,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,711.0,711.0,711.0,711.0
684,fraud,full_success,success,success,success,165.0,272.0,346.0,440.0
685,fraud,full_success,success,success,success,770.0,977.0,1239.0,1325.0
686,fraud,partial_or_fallback,failed: 质量检查失败：轮次数量不一致，原始 15，返回 16,skipped_due_to_D1_failure,skipped_due_to_previous_failure,1287.0,1287.0,1287.0,1287.0
687,fraud,full_success,success,success,success,242.0,333.0,450.0,579.0
688,fraud,full_success,success,success,success,450.0,518.0,698.0,950.0
689,fraud,full_success,success,success,success,303.0,465.0,648.0,897.0
690,fraud,full_success,success,success,success,161.0,294.0,416.0,533.0
691,fraud,full_success,success,success,success,381.0,455.0,640.0,875.0
692,fraud,full_success,success,success,success,415.0,474.0,636.0,821.0
693,fraud,full_success,success,success,success,910.0,1020.0,1261.0,1537.0
694,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言出现元说明词：检测,skipped_due_to_D1_failure,skipped_due_to_previous_failure,255.0,255.0,255.0,255.0
695,fraud,full_success,success,success,success,541.0,688.0,846.0,978.0
696,fraud,full_success,success,success,success,337.0,410.0,550.0,711.0
697,fraud,full_success,success,success,success,140.0,180.0,249.0,324.0
698,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,333.0,333.0,333.0,333.0
699,fraud,full_success,success,success,success,192.0,307.0,497.0,682.0
700,fraud,full_success,success,success,success,301.0,476.0,646.0,780.0
701,fraud,full_success,success,success,success,484.0,507.0,696.0,1159.0
702,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,269.0,269.0,269.0,269.0
703,fraud,full_success,success,success,success,518.0,567.0,645.0,802.0
704,fraud,full_success,success,success,success,375.0,477.0,634.0,846.0
705,fraud,full_success,success,success,success,123.0,178.0,247.0,374.0
706,fraud,partial_or_fallback,"failed: ValueError: empty response, finish_reason=length",skipped_due_to_D1_failure,skipped_due_to_previous_failure,421.0,421.0,421.0,421.0
707,fraud,full_success,success,success,success,400.0,585.0,755.0,918.0
708,fraud,full_success,success,success,success,623.0,769.0,935.0,1190.0
709,fraud,full_success,success,success,success,364.0,407.0,584.0,829.0
710,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言出现元说明词：检测,skipped_due_to_D1_failure,skipped_due_to_previous_failure,441.0,441.0,441.0,441.0
711,fraud,full_success,success,success,success,416.0,489.0,617.0,937.0
712,fraud,full_success,success,success,success,152.0,208.0,312.0,444.0
713,fraud,full_success,success,success,success,624.0,817.0,1140.0,1544.0
714,fraud,full_success,success,success,success,336.0,435.0,495.0,640.0
715,fraud,full_success,success,success,success,390.0,508.0,742.0,1007.0
716,fraud,full_success,success,success,success,716.0,762.0,970.0,1103.0
717,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,1013.0,1013.0,1013.0,1013.0
718,fraud,full_success,success,success,success,829.0,1078.0,1360.0,1617.0
719,fraud,full_success,success,success,success,842.0,1072.0,1363.0,1831.0
720,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言新增真实可操作字段：phones,skipped_due_to_D1_failure,skipped_due_to_previous_failure,907.0,907.0,907.0,907.0
721,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言出现元说明词：检测,skipped_due_to_D1_failure,skipped_due_to_previous_failure,757.0,757.0,757.0,757.0
722,fraud,full_success,success,success,success,1200.0,1338.0,1685.0,1880.0
723,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,841.0,841.0,841.0,841.0
724,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言新增真实可操作字段：phones,skipped_due_to_D1_failure,skipped_due_to_previous_failure,862.0,862.0,862.0,862.0
725,fraud,full_success,success,success,success,103.0,203.0,295.0,417.0
726,fraud,full_success,success,success,success,1174.0,1431.0,1707.0,1912.0
727,fraud,full_success,success,success,success,133.0,298.0,447.0,588.0
728,fraud,full_success,success,success,success,1108.0,1198.0,1449.0,1811.0
729,fraud,full_success,success,success,success,139.0,260.0,388.0,582.0
730,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言新增真实可操作字段：phones,skipped_due_to_D1_failure,skipped_due_to_previous_failure,911.0,911.0,911.0,911.0
731,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言新增真实可操作字段：long_numbers,skipped_due_to_D1_failure,skipped_due_to_previous_failure,682.0,682.0,682.0,682.0
732,fraud,full_success,success,success,success,605.0,733.0,933.0,1315.0
733,fraud,full_success,success,success,success,587.0,775.0,960.0,1204.0
734,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言出现元说明词：检测,skipped_due_to_D1_failure,skipped_due_to_previous_failure,950.0,950.0,950.0,950.0
735,fraud,full_success,success,success,success,331.0,402.0,535.0,705.0
736,fraud,full_success,success,success,success,184.0,324.0,489.0,757.0
737,fraud,full_success,success,success,success,199.0,387.0,496.0,656.0
738,fraud,full_success,success,success,success,151.0,198.0,271.0,466.0
739,fraud,full_success,success,success,success,99.0,231.0,341.0,465.0
740,fraud,full_success,success,success,success,267.0,378.0,522.0,667.0
741,fraud,full_success,success,success,success,388.0,392.0,575.0,735.0
742,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,659.0,659.0,659.0,659.0
743,fraud,full_success,success,success,success,132.0,178.0,276.0,427.0
744,fraud,full_success,success,success,success,660.0,812.0,1118.0,1422.0
745,fraud,full_success,success,success,success,382.0,528.0,661.0,855.0
746,fraud,full_success,success,success,success,685.0,802.0,991.0,1062.0
747,fraud,full_success,success,success,success,784.0,759.0,1058.0,1356.0
748,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言新增真实可操作字段：phones,skipped_due_to_D1_failure,skipped_due_to_previous_failure,956.0,956.0,956.0,956.0
749,fraud,full_success,success,success,success,1001.0,1005.0,1337.0,1692.0
750,fraud,partial_or_fallback,failed: 质量检查失败：第 2 个 left 发言出现元说明词：诈骗,skipped_due_to_D1_failure,skipped_due_to_previous_failure,519.0,519.0,519.0,519.0
751,fraud,full_success,success,success,success,157.0,281.0,361.0,534.0
752,fraud,full_success,success,success,success,131.0,186.0,258.0,460.0
753,fraud,full_success,success,success,success,392.0,441.0,580.0,807.0
754,fraud,full_success,success,success,success,521.0,604.0,731.0,943.0
755,fraud,full_success,success,success,success,167.0,270.0,365.0,486.0
756,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,416.0,416.0,416.0,416.0
757,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言新增真实可操作字段：phones,skipped_due_to_D1_failure,skipped_due_to_previous_failure,557.0,557.0,557.0,557.0
758,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,148.0,148.0,148.0,148.0
759,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,588.0,588.0,588.0,588.0
760,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：欺诈,skipped_due_to_D1_failure,skipped_due_to_previous_failure,729.0,729.0,729.0,729.0
761,fraud,full_success,success,success,success,123.0,208.0,284.0,436.0
762,fraud,full_success,success,success,success,123.0,203.0,289.0,420.0
763,fraud,full_success,success,success,success,889.0,1023.0,1168.0,1254.0
764,fraud,full_success,success,success,success,316.0,472.0,570.0,801.0
765,fraud,partial_or_fallback,failed: 质量检查失败：轮次数量不一致，原始 6，返回 7,skipped_due_to_D1_failure,skipped_due_to_previous_failure,606.0,606.0,606.0,606.0
766,fraud,full_success,success,success,success,134.0,238.0,318.0,479.0
767,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言新增真实可操作字段：phones,skipped_due_to_D1_failure,skipped_due_to_previous_failure,288.0,288.0,288.0,288.0
768,fraud,full_success,success,success,success,452.0,547.0,713.0,966.0
769,fraud,full_success,success,success,success,205.0,318.0,436.0,581.0
770,fraud,full_success,success,success,success,101.0,183.0,293.0,397.0
771,fraud,full_success,success,success,success,906.0,956.0,1134.0,1369.0
772,fraud,partial_or_fallback,failed: 质量检查失败：第 2 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,1021.0,1021.0,1021.0,1021.0
773,fraud,full_success,success,success,success,130.0,270.0,380.0,548.0
774,fraud,full_success,success,success,success,200.0,311.0,432.0,683.0
775,fraud,full_success,success,success,success,411.0,462.0,595.0,818.0
776,fraud,full_success,success,success,success,387.0,502.0,650.0,931.0
777,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：欺诈,skipped_due_to_D1_failure,skipped_due_to_previous_failure,372.0,372.0,372.0,372.0
778,fraud,full_success,success,success,success,657.0,916.0,1186.0,1490.0
779,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,302.0,302.0,302.0,302.0
780,fraud,full_success,success,success,success,113.0,216.0,286.0,381.0
781,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言新增真实可操作字段：long_numbers,skipped_due_to_D1_failure,skipped_due_to_previous_failure,525.0,525.0,525.0,525.0
782,fraud,full_success,success,success,success,445.0,555.0,721.0,930.0
783,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,442.0,442.0,442.0,442.0
784,fraud,full_success,success,success,success,364.0,458.0,587.0,736.0
785,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言新增真实可操作字段：phones,skipped_due_to_D1_failure,skipped_due_to_previous_failure,469.0,469.0,469.0,469.0
786,fraud,full_success,success,success,success,152.0,185.0,251.0,445.0
787,fraud,full_success,success,success,success,516.0,649.0,860.0,1200.0
788,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言出现元说明词：检测,skipped_due_to_D1_failure,skipped_due_to_previous_failure,218.0,218.0,218.0,218.0
789,fraud,full_success,success,success,success,608.0,731.0,899.0,1310.0
790,fraud,full_success,success,success,success,216.0,394.0,532.0,622.0
791,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：检测,skipped_due_to_D1_failure,skipped_due_to_previous_failure,486.0,486.0,486.0,486.0
792,fraud,full_success,success,success,success,1278.0,1649.0,1847.0,1886.0
793,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言新增真实可操作字段：long_numbers,skipped_due_to_D1_failure,skipped_due_to_previous_failure,768.0,768.0,768.0,768.0
794,fraud,full_success,success,success,success,639.0,687.0,938.0,1202.0
795,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,792.0,792.0,792.0,792.0
796,fraud,full_success,success,success,success,1186.0,1314.0,1585.0,2100.0
797,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言新增真实可操作字段：phones,skipped_due_to_D1_failure,skipped_due_to_previous_failure,1296.0,1296.0,1296.0,1296.0
798,fraud,full_success,success,success,success,1270.0,1181.0,1411.0,1647.0
799,fraud,full_success,success,success,success,115.0,163.0,211.0,326.0
800,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言新增真实可操作字段：phones,skipped_due_to_D1_failure,skipped_due_to_previous_failure,657.0,657.0,657.0,657.0
801,fraud,full_success,success,success,success,1254.0,1332.0,1540.0,1983.0
802,fraud,partial_or_fallback,failed: 质量检查失败：第 2 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,872.0,872.0,872.0,872.0
803,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言出现元说明词：检测,skipped_due_to_D1_failure,skipped_due_to_previous_failure,364.0,364.0,364.0,364.0
804,fraud,full_success,success,success,success,289.0,364.0,442.0,623.0
805,fraud,full_success,success,success,success,307.0,512.0,680.0,1064.0
806,fraud,full_success,success,success,success,787.0,992.0,1225.0,1444.0
807,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,976.0,976.0,976.0,976.0
808,fraud,full_success,success,success,success,997.0,1134.0,1248.0,1631.0
809,fraud,full_success,success,success,success,306.0,460.0,631.0,908.0
810,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,1158.0,1158.0,1158.0,1158.0
811,fraud,full_success,success,success,success,94.0,199.0,309.0,408.0
812,fraud,full_success,success,success,success,752.0,849.0,953.0,1280.0
813,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,995.0,995.0,995.0,995.0
814,fraud,full_success,success,success,success,433.0,527.0,661.0,899.0
815,fraud,full_success,success,success,success,469.0,570.0,738.0,874.0
816,fraud,full_success,success,success,success,383.0,403.0,578.0,751.0
817,fraud,full_success,success,success,success,318.0,468.0,607.0,821.0
818,fraud,full_success,success,success,success,491.0,659.0,888.0,1164.0
819,fraud,full_success,success,success,success,102.0,210.0,288.0,403.0
820,fraud,full_success,success,success,success,542.0,617.0,823.0,890.0
821,fraud,full_success,success,success,success,378.0,470.0,615.0,931.0
822,fraud,full_success,success,success,success,883.0,933.0,1196.0,1617.0
823,fraud,full_success,success,success,success,688.0,783.0,1005.0,1135.0
824,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,811.0,811.0,811.0,811.0
825,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,729.0,729.0,729.0,729.0
826,fraud,full_success,success,success,success,640.0,691.0,962.0,1266.0
827,fraud,full_success,success,success,success,278.0,470.0,628.0,901.0
828,fraud,full_success,success,success,success,1022.0,1452.0,1977.0,2422.0
829,fraud,full_success,success,success,success,392.0,522.0,729.0,887.0
830,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言新增真实可操作字段：long_numbers,skipped_due_to_D1_failure,skipped_due_to_previous_failure,812.0,812.0,812.0,812.0
831,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：测试,skipped_due_to_D1_failure,skipped_due_to_previous_failure,721.0,721.0,721.0,721.0
832,fraud,full_success,success,success,success,298.0,402.0,566.0,703.0
833,fraud,full_success,success,success,success,920.0,951.0,1213.0,1642.0
834,fraud,full_success,success,success,success,131.0,192.0,293.0,421.0
835,fraud,full_success,success,success,success,545.0,649.0,825.0,1163.0
836,fraud,full_success,success,success,success,796.0,951.0,1185.0,1665.0
837,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言出现元说明词：检测,skipped_due_to_D1_failure,skipped_due_to_previous_failure,619.0,619.0,619.0,619.0
838,fraud,full_success,success,success,success,1790.0,1880.0,2208.0,2752.0
839,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言出现元说明词：检测,skipped_due_to_D1_failure,skipped_due_to_previous_failure,626.0,626.0,626.0,626.0
840,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,128.0,128.0,128.0,128.0
841,fraud,full_success,success,success,success,101.0,252.0,318.0,376.0
842,fraud,full_success,success,success,success,404.0,435.0,573.0,809.0
843,fraud,full_success,success,success,success,78.0,115.0,151.0,248.0
844,fraud,full_success,success,success,success,142.0,170.0,248.0,419.0
845,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言新增真实可操作字段：phones,skipped_due_to_D1_failure,skipped_due_to_previous_failure,829.0,829.0,829.0,829.0
846,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言出现元说明词：检测,skipped_due_to_D1_failure,skipped_due_to_previous_failure,646.0,646.0,646.0,646.0
847,fraud,full_success,success,success,success,325.0,438.0,581.0,751.0
848,fraud,partial_or_fallback,failed: 质量检查失败：轮次数量不一致，原始 7，返回 8,skipped_due_to_D1_failure,skipped_due_to_previous_failure,625.0,625.0,625.0,625.0
849,fraud,full_success,success,success,success,422.0,471.0,611.0,856.0
850,fraud,full_success,success,success,success,716.0,840.0,962.0,1205.0
851,fraud,partial_or_fallback,failed: 质量检查失败：第 4 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,1304.0,1304.0,1304.0,1304.0
852,fraud,full_success,success,success,success,1212.0,1310.0,1649.0,1530.0
853,fraud,full_success,success,success,success,509.0,613.0,865.0,1051.0
854,fraud,partial_or_fallback,failed: 质量检查失败：轮次数量不一致，原始 9，返回 10,skipped_due_to_D1_failure,skipped_due_to_previous_failure,898.0,898.0,898.0,898.0
855,fraud,full_success,success,success,success,94.0,180.0,274.0,405.0
856,fraud,full_success,success,success,success,393.0,449.0,593.0,835.0
857,fraud,full_success,success,success,success,144.0,172.0,253.0,372.0
858,fraud,full_success,success,success,success,120.0,192.0,296.0,387.0
859,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,197.0,197.0,197.0,197.0
860,fraud,full_success,success,success,success,147.0,239.0,336.0,423.0
861,fraud,full_success,success,success,success,375.0,512.0,723.0,983.0
862,fraud,full_success,success,success,success,295.0,400.0,546.0,812.0
863,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,220.0,220.0,220.0,220.0
864,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言新增真实可操作字段：phones,skipped_due_to_D1_failure,skipped_due_to_previous_failure,306.0,306.0,306.0,306.0
865,fraud,full_success,success,success,success,439.0,478.0,620.0,830.0
866,fraud,full_success,success,success,success,582.0,868.0,1177.0,1567.0
867,fraud,full_success,success,success,success,137.0,210.0,273.0,406.0
868,fraud,full_success,success,success,success,497.0,645.0,891.0,1087.0
869,fraud,full_success,success,success,success,81.0,213.0,308.0,476.0
870,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,812.0,812.0,812.0,812.0
871,fraud,full_success,success,success,success,287.0,363.0,490.0,643.0
872,fraud,full_success,success,success,success,548.0,534.0,659.0,883.0
873,fraud,full_success,success,success,success,247.0,366.0,497.0,663.0
874,fraud,full_success,success,success,success,919.0,914.0,1161.0,1453.0
875,fraud,partial_or_fallback,failed: 质量检查失败：第 4 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,829.0,829.0,829.0,829.0
876,fraud,full_success,success,success,success,656.0,853.0,1112.0,1393.0
877,fraud,full_success,success,success,success,115.0,173.0,243.0,355.0
878,fraud,full_success,success,success,success,887.0,1062.0,1428.0,1880.0
879,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,206.0,206.0,206.0,206.0
880,fraud,full_success,success,success,success,830.0,849.0,1131.0,1408.0
881,fraud,partial_or_fallback,failed: 质量检查失败：轮次数量不一致，原始 12，返回 11,skipped_due_to_D1_failure,skipped_due_to_previous_failure,808.0,808.0,808.0,808.0
882,fraud,full_success,success,success,success,765.0,703.0,897.0,1263.0
883,fraud,full_success,success,success,success,247.0,362.0,450.0,584.0
884,fraud,full_success,success,success,success,695.0,771.0,1063.0,1409.0
885,fraud,full_success,success,success,success,120.0,191.0,322.0,535.0
886,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,1008.0,1008.0,1008.0,1008.0
887,fraud,partial_or_fallback,failed: 质量检查失败：轮次数量不一致，原始 5，返回 6,skipped_due_to_D1_failure,skipped_due_to_previous_failure,407.0,407.0,407.0,407.0
888,fraud,partial_or_fallback,failed: 质量检查失败：第 2 个 left 发言新增真实可操作字段：long_numbers,skipped_due_to_D1_failure,skipped_due_to_previous_failure,1061.0,1061.0,1061.0,1061.0
889,fraud,full_success,success,success,success,635.0,728.0,941.0,1362.0
890,fraud,full_success,success,success,success,705.0,847.0,1092.0,1233.0
891,fraud,full_success,success,success,success,471.0,551.0,647.0,911.0
892,fraud,full_success,success,success,success,1078.0,1385.0,1737.0,1982.0
893,fraud,full_success,success,success,success,115.0,192.0,322.0,452.0
894,fraud,full_success,success,success,success,183.0,302.0,392.0,606.0
895,fraud,full_success,success,success,success,158.0,246.0,319.0,461.0
896,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,1057.0,1057.0,1057.0,1057.0
897,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,377.0,377.0,377.0,377.0
898,fraud,full_success,success,success,success,145.0,277.0,396.0,559.0
899,fraud,full_success,success,success,success,129.0,204.0,304.0,467.0
900,fraud,full_success,success,success,success,138.0,255.0,438.0,631.0
901,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,685.0,685.0,685.0,685.0
902,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言新增真实可操作字段：long_numbers,skipped_due_to_D1_failure,skipped_due_to_previous_failure,662.0,662.0,662.0,662.0
903,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言出现元说明词：检测,skipped_due_to_D1_failure,skipped_due_to_previous_failure,954.0,954.0,954.0,954.0
904,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言新增真实可操作字段：phones,skipped_due_to_D1_failure,skipped_due_to_previous_failure,507.0,507.0,507.0,507.0
905,fraud,full_success,success,success,success,998.0,1264.0,1521.0,1945.0
906,fraud,full_success,success,success,success,304.0,354.0,462.0,610.0
907,fraud,full_success,success,success,success,136.0,220.0,338.0,388.0
908,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,640.0,640.0,640.0,640.0
909,fraud,partial_or_fallback,failed: 原始对话不符合 left/right 格式,skipped_due_to_D1_failure,skipped_due_to_previous_failure,754.0,754.0,754.0,754.0
910,fraud,full_success,success,success,success,234.0,447.0,598.0,874.0
911,fraud,full_success,success,success,success,158.0,246.0,337.0,504.0
912,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言出现元说明词：诈骗,skipped_due_to_D1_failure,skipped_due_to_previous_failure,127.0,127.0,127.0,127.0
913,fraud,full_success,success,success,success,645.0,808.0,981.0,1168.0
914,fraud,partial_or_fallback,failed: 质量检查失败：第 2 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,649.0,649.0,649.0,649.0
915,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,1021.0,1021.0,1021.0,1021.0
916,fraud,full_success,success,success,success,111.0,205.0,295.0,353.0
917,fraud,full_success,success,success,success,1090.0,1304.0,1563.0,2062.0
918,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,361.0,361.0,361.0,361.0
919,fraud,full_success,success,success,success,427.0,527.0,708.0,989.0
920,fraud,partial_or_fallback,failed: 质量检查失败：第 2 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,657.0,657.0,657.0,657.0
921,fraud,full_success,success,success,success,621.0,673.0,797.0,960.0
922,fraud,full_success,success,success,success,550.0,682.0,818.0,1023.0
923,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言出现元说明词：检测,skipped_due_to_D1_failure,skipped_due_to_previous_failure,555.0,555.0,555.0,555.0
924,fraud,full_success,success,success,success,795.0,904.0,1150.0,1381.0
925,fraud,full_success,success,success,success,548.0,806.0,1029.0,1348.0
926,fraud,partial_or_fallback,failed: 原始对话不符合 left/right 格式,skipped_due_to_D1_failure,skipped_due_to_previous_failure,270.0,270.0,270.0,270.0
927,fraud,partial_or_fallback,failed: 原始对话不符合 left/right 格式,skipped_due_to_D1_failure,skipped_due_to_previous_failure,998.0,998.0,998.0,998.0
928,fraud,full_success,success,success,success,728.0,855.0,1165.0,1539.0
929,fraud,partial_or_fallback,failed: 质量检查失败：第 0 个 left 发言出现元说明词：检测,skipped_due_to_D1_failure,skipped_due_to_previous_failure,572.0,572.0,572.0,572.0
930,fraud,full_success,success,success,success,349.0,436.0,600.0,842.0
931,fraud,full_success,success,success,success,720.0,784.0,928.0,1087.0
932,fraud,full_success,success,success,success,423.0,481.0,663.0,988.0
933,fraud,full_success,success,success,success,381.0,433.0,619.0,738.0
934,fraud,partial_or_fallback,failed: 质量检查失败：第 1 个 left 发言出现元说明词：生成,skipped_due_to_D1_failure,skipped_due_to_previous_failure,373.0,373.0,373.0,373.0
935,fraud,full_success,success,success,success,501.0,598.0,743.0,990.0
936,fraud,full_success,success,success,success,738.0,908.0,1100.0,1333.0
937,fraud,full_success,success,success,success,221.0,333.0,449.0,667.0
938,fraud,full_success,success,success,success,445.0,502.0,630.0,870.0
